"","kingdom","phylum","class","order","family","genus","species"
"cff6b7d16343e5100becc249a53111ce","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Sporichthyaceae","uncultured","uncultured bacterium"
"2822ee23292cdfa54f73b7bf27613c95","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium",NA
"d11516be815b606fc53f032d0a27fe3c","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","JCM 18997","Conexibacter sp. JCM 18997"
"79fcdec3f799ff13d9499ebfed1d6aff","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","uncultured","Ideonella sp."
"e8b6ec8f641f2bb5533b58e29f762913","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",NA
"a5300101ca9d6b0e55422d886e43de4b","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Verticia",NA
"db7bbc4c19a89f93c3378f6fc41d848d","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga","Ambiguous_taxa"
"a1c3db39b0bec079917d36c4e24f9b7b","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","uncultured",NA
"8e7fc4f1c6ef0bd8b3639275c7fe3bdd","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA
"941276b4b38fe977e352196763b4506e","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga","metagenome"
"fb30d0497b42779fb894b0e539851edb","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"74633b4aef7c4dc56cd5a2b5dfd9fd6e","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Duganella","uncultured bacterium"
"bc8cfb470536ab23a8b3213c66d5e7ed","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter",NA
"6d371d45a2702d26d1fd759ce5c85e5c","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Duganella","uncultured bacterium"
"0a34e44608c2c2c3b1947028c8995385","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","metagenome"
"dd798b083364e0d3a114e9081e7e2ed7","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","uncultured","uncultured Rubrobacterales bacterium","unclassified"
"e6a50ac4e33bff4a7bfecb405788cbef","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Variovorax",NA
"7aa950aec3f8321d20bd7690045ec702","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium",NA
"7f389e24113e0f7d96b92b5f4b607846","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","metagenome"
"897100a07dbc2f9893d3911e98aa2d2d","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas","Ambiguous_taxa"
"23dcbb8786938d293559df1cb530ed50","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas",NA
"4d581b79c343008464a2f1658ffa5328","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","Stenotrophomonas rhizophila"
"5a506fa6f01ee744ff27475f9292d736","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Dyadobacter",NA
"317cc9fc25e7148584e2103ea15e85a6","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter",NA
"625f70cc4841809e6bb5b936043ab0ea","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1","Ambiguous_taxa"
"e347b348e8ed7e79a8db1aadd0d574fd","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter",NA
"83b3780d81b53c75005807be459eb58c","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Duganella",NA
"c0ae18dcd709e99b8217b9a997752271","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",NA
"c2e03cdc53beb52731307d105a5c837c","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Aquabacterium","Ambiguous_taxa"
"e42bc7a0e25677e1b1e486839f396540","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"9ab0876481de44b298fcc9d09b7da77a","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12","metagenome","unclassified"
"ee93acbf4e63ff94135252f3b5a1981b","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium",NA
"13f957b1e0b87afcddc9d8e4f594a9d1","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"e30a0ba17907bb78b3c75573012ca8ad","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Parafilimonas","uncultured bacterium"
"7805e0c14796e6bca69ec387faa7aefa","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","uncultured","metagenome"
"90154273ba721fb889590573eaab302c","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Dactylosporangium","uncultured bacterium"
"8cf856df88b90bd719daddd4dfd113c2","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia",NA
"07bd03d7d53f92a1445e8e08ff40d864","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",NA
"aa57fa5fc602c826b2fc6f2b3824f9fe","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","uncultured","uncultured Bacteroidetes bacterium"
"6963367fbefc6054f9832e6b22fdcf92","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Candidatus Solibacter","uncultured Acidobacteriaceae bacterium"
"61e521b8e6bb1495ff5c488f3ddbd38d","Bacteria","Armatimonadetes","Chthonomonadetes","Chthonomonadales","Chthonomonadaceae","Chthonomonas","uncultured Armatimonadetes bacterium"
"fdf465d9f4d86cbdc0bda0495d6c603b","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"028aa0da0f07a8fdd661cc3f11c2ba4e","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter",NA
"1b4f0e8229e306cbc6d82724417e6042","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","uncultured","metagenome","unclassified"
"4b9182510a8084e3f2ee7180142893f1","Bacteria","Chloroflexi","TK10","Ambiguous_taxa","unclassified","unclassified","unclassified"
"6167fe03eedbd452cc043fadbd5b0c60","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter",NA
"e77fdb76aae63b40cf0280a771c17474","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",NA
"a3b6b7f3a11bd1278d1d59203e63a764","Bacteria","Actinobacteria","0319-7L14","uncultured bacterium","unclassified","unclassified","unclassified"
"691b416037d6e8442b93ab7a89d9df61","Bacteria","Chloroflexi","Anaerolineae","SBR1031","uncultured bacterium","unclassified","unclassified"
"c4e1f39ffa84fb7e24828647e9e2fee3","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"6c315b9bc1d2c1bfbc07d279a3851a81","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","MND1",NA
"38b994ff1369e71671928291a49eeeba","Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae","Polycyclovorans","uncultured Xanthomonadaceae bacterium"
"1ce179ba2417b2ecb9ffdf9c480606dd","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","bacteriap25","uncultured bacterium","unclassified"
"d3f0148661de63c9b7e7024fca9f9fad","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","Ellin6067",NA
"185e5ede48aab6cf0969fa78335e591c","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodoplanes",NA
"17740ffc4787f987433e34b8bf9504f0","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","uncultured Chitinophaga sp."
"016af416a9aadca8da769ab8451fa996","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter",NA
"d33d66b76ab2b88c4cc4e2fa71f977d1","Bacteria","Acidobacteria","Subgroup 6","uncultured Geothrix sp.","unclassified","unclassified","unclassified"
"253751a792d56518760a6bdb9a3d8bf2","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Methylophilaceae","uncultured",NA
"fe370b4b540acc1b5bf20275ed9aea20","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium",NA
"df04da81177fcf3aba2f3a9dcbe59d61","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","uncultured",NA
"d355f9e99eccf5f3dd19e3bf2c7408af","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","uncultured",NA
"d3aff60800a229554a9f1021ab04dd41","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","mle1-7",NA
"36eec58a8de78f34139f67e679d5cef8","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Bryobacter","uncultured bacterium"
"85100392417012b67e12a9379ad25d39","Bacteria","Proteobacteria","Gammaproteobacteria","R7C24","metagenome","unclassified","unclassified"
"65d9e1c0e0ac2ce440e51e5d38d28ed1","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Dyadobacter",NA
"bdda18b87ce27cab7c9b0b5cfe2d7605","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","bacterium Ellin516","unclassified"
"4582bffb76bc3724956655b419bedb54","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Frankiaceae","Jatrophihabitans",NA
"c8cc2b95700ec60d9ffb648516c05ed7","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium","uncultured Myxococcales bacterium"
"e8b2f9b7ef2f90668d77f67793907b6b","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Bryobacter",NA
"8df902a1543cb5dcc800c9e2fd79f268","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","Chryseolinea",NA
"eb954fd7bfd4138d5039e9f9bdad64e7","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Tahibacter","uncultured bacterium"
"cd04811096dbfdee387f71a6548f6003","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Segetibacter",NA
"f998050041ea8c31946d8e691e9a0755","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14","uncultured bacterium","unclassified"
"670ad800786cd6780d8f52ed2a25434d","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Ramlibacter",NA
"f798f11aef84ea8d5b9cee50a5640ce3","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","uncultured","metagenome"
"8ab0632d76f03aed19c22c596139c578","Bacteria","Acidobacteria","Subgroup 17","uncultured Acidobacteria bacterium","unclassified","unclassified","unclassified"
"d140050b7b40773fa65e4e1e55edddd0","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","Granulicella",NA
"f699d785d94520f098679f20798721e7","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"8d25e07cd41b2d792e06ddf0cc355432","Bacteria","Chloroflexi","KD4-96","uncultured bacterium","unclassified","unclassified","unclassified"
"9245ca3bf23a0b8a392819f17fadcad0","Bacteria","Actinobacteria","Acidimicrobiia","IMCC26256","Ambiguous_taxa","unclassified","unclassified"
"72de6a0443cccfbfe62b4c044a76a66d","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter",NA
"c23fb9aed9f20231bde32454ba6024ec","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium","uncultured delta proteobacterium"
"58d1ec0aabee551fa1b816d839d2d55f","Bacteria","Actinobacteria","Acidimicrobiia","IMCC26256","uncultured Acidimicrobiales bacterium","unclassified","unclassified"
"95cf7ffdc2176e792d98778d7590a300","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84","uncultured bacterium","unclassified"
"f72ea3cd46c720b071b79916607c8ef2","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium",NA
"5776e12e8d5ab9cf6c9567fe9df6a4e2","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","uncultured soil bacterium","unclassified"
"9cca656886cf1a12de8a3d97e3cf97ac","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","uncultured","bacterium Ellin7529","unclassified"
"084d43306c83ce3a094759fe0141d43c","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter",NA
"85aafaae45ca220733481a9b5d9373d1","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",NA
"fb1d3ed114e68889e71f906d555d4c5d","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","metagenome","unclassified"
"83a1cbca35c644c93b64305952acf0e6","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Aquabacterium","Ambiguous_taxa"
"7823baacc576d75c79e2e3db1f2d97a2","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Rathayibacter","Ambiguous_taxa"
"e85341eb240ed49064758799932acf34","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Arcticibacter","uncultured bacterium"
"726d4da88f879db2a1e449832dd9c8ac","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","uncultured",NA
"309179c9867e719442b011e4b8eb4604","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","uncultured bacterium"
"bf64fd426978601af6f68338804d4a77","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA
"af5238596a66e7e824e1f63539c4ff44","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured Chloroflexaceae bacterium"
"72b05628f651b9fecbaa237bf28f1571","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","Skermanella","uncultured bacterium"
"96cdfadca33af4b0682562f6b1775826","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","uncultured","uncultured Hyphomicrobiaceae bacterium"
"50cd3fb232343eec9026c191196b21f9","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella","Ambiguous_taxa"
"724fdecc96b3004f6a0f4e5c6e43101b","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","env.OPS 17","uncultured Bacteroidetes bacterium","unclassified"
"e28fa498cf66ccc92ada874b180a3bae","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","uncultured","uncultured bacterium"
"b0f603207a12dc7de7ba4ba5f603d8c2","Bacteria","Acidobacteria","Subgroup 6","uncultured Anaeromyxobacter sp.","unclassified","unclassified","unclassified"
"a25f4e926d6ad526d9986eaf067e689b","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA
"8588e875035b05f171f3304efca1218d","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus",NA
"59d1a7ea76786162541f82917caf846f","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter",NA
"e513ae67e1153ee233fd091963a36369","Bacteria","Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41","uncultured soil bacterium"
"327dc80b9bf3c7dc32ee661b132793c9","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","uncultured Chloroflexi bacterium","unclassified"
"2d14055887377d52e08986d9a456b774","Bacteria","Acidobacteria","Subgroup 6","uncultured Anaeromyxobacter sp.","unclassified","unclassified","unclassified"
"781a337be909223560ca797a2ea59d71","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured",NA
"6bb707296c72efcb8da10a16213ed6ae","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",NA
"3edf723f29232551bd74b7e4b758af47","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Pigmentiphaga",NA
"b119137a70cd3e458a45fd01035ca03e","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured Nitrospira sp."
"608cdcacc636e67774541654e0676659","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Rhodoferax",NA
"43d82fef6d4b9028d3a79ff93f1530fb","Bacteria","Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
"3b4121c886c1b6de054deddcf95ed555","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"e64bf6b5946cd66d49273a685123eea6","Bacteria","Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
"f390745ecad276a42dcbd3f2c226e841","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Dyella","Ambiguous_taxa"
"89eb50b86cd3eb2384edcd05a243bcac","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","uncultured soil bacterium"
"7e8c20767057e4e64713f7eef30dc0cf","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",NA
"54ab6e221f7d0b73a736542630a90260","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"fa0f275be52dc7b2cc8d8e84005bf10f","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","uncultured",NA
"9c486140837d8887c9b1beb268d20591","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","uncultured Sphingomonadaceae bacterium"
"f14fa1d9080a35031528a4aa49bf3b88","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"da65f8e8168f10b040da172daaf84cb0","Bacteria","Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
"0a35ca98e545a42dfca0a549241b1f76","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"d63e0361d440b229ab2c959404e752a9","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"d687fe376563a6131e91983925204c04","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"94f75b37230e066ae6b548989adb97ae","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA
"05c84817009d0fd3ce85bd70a1b6a2b1","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pantoea",NA
"9f2ff4cc0e790c368108a8b2d118ab93","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. ALMYC4"
"975907c12f6cf8219b853ed0d7f88f66","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Acidovorax",NA
"a18c035c48c23b9dd7de628048044291","Bacteria","Fibrobacteres","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","uncultured","uncultured bacterium"
"7fc405e31d7bd767c1a10f645822934a","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas",NA
"44984679948a8844839b7a77fd563512","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"88a2aea3d5f2ba72ec98b49b9e9156cf","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Vibrionimonas","uncultured bacterium"
"674fb922a635ebeae84442fa780b3a79","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","uncultured bacterium"
"35d7910953c935371fc5d9607cc5d6d7","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","uncultured","uncultured bacterium"
"2ddf11ca4f25c635efef18cc57452ce1","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"8502a3d447967ad9236b15270d8ef002","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Porphyrobacter",NA
"63253d40167f2a6857fe3f3204debe9a","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia",NA
"ae15dd034c8eb295fae4fdbd4136ef2b","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",NA
"c23f5bc7740542236cd2cf7dc5973e98","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured",NA
"d7bce68ed3f74b4b3f810b9925513ee0","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola","metagenome"
"bd2c90d4dd94a2a1e17e8a3dce78bec6","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas","uncultured bacterium"
"8060f38d3a617c00ddb7baa15f4e8a54","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis","uncultured Asticcacaulis sp."
"08ba960fb8cbddfcf442f7386ef96d2d","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","metagenome"
"fc640547fbbcf81082b25c0a9858be51","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas","Lysobacter pocheonensis"
"b76640f57958abf29a4791bae445fc95","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium",NA
"16466252fc3afa218cd0484155b1a355","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"883197eb2d6487e66f4e59d9af7ac39a","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Dokdonella","Ambiguous_taxa"
"8c827017fb8c7a8a3907496ee085b4a6","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"004ec9e26be825b1ccc636da5bda6507","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Comamonas",NA
"2b8568853f8200de4b2305e34d72d2b6","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Dokdonella",NA
"6b1b066b75e9f1f0dedef346241ea0db","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","uncultured","uncultured bacterium","unclassified"
"49dda0e16fcefa73aff15ff88163f5ce","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Bryobacter",NA
"b151c8b67eb35f1cebae7c526c0e670d","Bacteria","Armatimonadetes","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","metagenome","unclassified"
"1fa0c25fe5d78aafc66a9b3edf70b8ee","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Candidatus Solibacter","uncultured forest soil bacterium"
"f696cc89ab0c212161aad17354800324","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84","uncultured proteobacterium","unclassified"
"61a2772bc2eb6ec1bcf9e9e37ee9c231","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","uncultured","uncultured bacterium"
"2c9f20186fd7558a7f41844aba86fc76","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira",NA
"257298ea5fdb5f26ff37a2d2bfd2d29d","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter",NA
"a7f56d9f9e6ae33f34a5b020026daead","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"ca8ab541ad1e3bd8aafdb3f99e374b5e","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","uncultured","Ambiguous_taxa"
"794b620c5c987db7331c158ecf759cc8","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"35d0f2a725d0265217c0eb827e1eab7b","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter","metagenome"
"6e49f6807307aa621b351e8a0edaa061","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84","uncultured soil bacterium","unclassified"
"5d923c2da8dd78ee9b144d2e04536584","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Dyadobacter",NA
"b39f3c8a7ba50ac50f7289b2cefed8f7","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter","uncultured Verrucomicrobia bacterium"
"d068b9b4a7a71d6c9b1c343713f17b73","Bacteria","Chloroflexi","Anaerolineae","uncultured Bellilinea sp.","unclassified","unclassified","unclassified"
"f41169fa7918c1267b863cedf417aa6e","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Koribacteraceae","Candidatus Koribacter","uncultured bacterium"
"5a2a3b45df144173192374f7316b98d6","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pirellula","agricultural soil bacterium SC-I-28"
